parameter,0.0,1e-08,1e-07,1e-06,1e-05,0.0001,0.001,0.01,0.1,1.0
CA,0.19646744,0.19665599,0.15538044,0.20774257,0.18391247,0.1420367,0.14360657,0.14155298,-0.0001744401,-6.229225e-05
BT,1.0568255,1.0602566,1.0822153,1.062331,1.0701511,1.0876117,1.0151091,0.0005168139,0.24449113,7.967944e-05
BU,0.9165213,0.9229789,0.9154528,0.91122293,0.92636,0.920974,0.8348752,0.5491155,0.21029884,-5.3965043e-05
CD,0.6195418,0.63648987,0.604889,0.594815,0.6097428,0.5910847,0.53807014,0.19243851,0.18505327,-0.00021715897
BV,0.7493056,0.7792656,0.7463961,0.8106955,0.75894564,0.7193686,0.66461414,0.20745234,0.0001726992,5.104101e-05
CS,0.3202148,0.30326962,0.31694734,0.34104443,0.31183177,0.2977286,0.1817931,3.2660646e-05,1.97006e-06,-0.00017434893
DP,0.49766818,0.502349,0.4614338,0.48969236,0.48335785,0.4483371,0.16303451,0.14947516,0.0002089501,7.138833e-05
CH,0.4992316,0.47467956,0.48482126,0.51363623,0.46893758,0.41861346,0.17127216,0.00034887207,0.0001178993,-6.104895e-05
CA<-CA,-0.8405969,-2.034628,-0.2606556,-0.98194104,-0.8523955,0.02448029,-0.011454749,1.7866189e-05,0.00010387264,-5.4230528e-05
CA<-BT,-0.12333246,-0.057051957,-0.09531039,-0.12407562,-0.09886955,-0.03235809,-0.050385237,9.9483965e-05,1.1219316e-05,-0.00028483904
CA<-BU,-0.07024729,-0.08938357,0.025984008,-0.050507225,-0.01748395,0.07903587,0.0121052535,0.005812516,-0.00015027769,5.0294828e-05
CA<-CD,-0.14746748,0.17062947,-0.08452846,-0.21704717,-0.096989915,0.008064265,0.021319335,4.96009e-05,0.00010352365,0.0001501142
CA<-BV,-0.19552043,-0.11828028,-0.037828244,-0.21005942,-0.16952837,-0.0006754063,-0.0025168993,0.00010568948,6.536713e-05,-0.00027037185
CA<-CS,3.2764056,4.5270247,1.4884492,3.5417306,3.4483347,0.3520823,0.0009076113,0.00014848622,-1.9881481e-05,0.00010453747
CA<-DP,0.4624374,1.6341437,0.3007093,0.5960749,0.519635,0.24189207,0.000349588,-0.00011393542,0.00020781129,7.6579534e-05
CA<-CH,1.1964362,1.770863,0.3485071,1.0365549,1.1005124,0.25317886,0.0028573098,6.0278537e-05,-6.918985e-05,0.00012384958
BT<-CA,-0.5235456,-0.4649298,-0.532743,-0.48673478,-0.6159705,-0.5072214,-0.0013222332,-8.562721e-05,3.3976925e-05,-0.00025433925
BT<-BT,-1.0511003,-1.0540955,-1.0479295,-1.0531737,-1.0649643,-1.038033,-0.98141795,-5.86456e-06,-0.0062300786,0.00020019503
BT<-BU,-0.65641046,-0.70562387,-0.6679128,-0.6966791,-0.6543643,-0.7496097,-0.63803226,-0.00029206712,0.00091153843,-0.0001773485
BT<-CD,0.35158977,0.33780754,0.18486477,0.34580475,0.19627367,-0.24067158,-0.19048806,-0.00017373961,-0.00017354851,-9.243505e-05
BT<-BV,-0.22603817,-0.06981938,-0.048818663,-0.100608654,-0.07072226,-0.38640276,-0.24564949,0.00017004968,0.00019676008,0.00018707501
BT<-CS,3.0789866,3.3346984,1.9819043,3.72862,2.6695087,0.0003143268,-0.0006510736,-0.00029248517,6.108293e-05,0.00013671836
BT<-DP,2.1451998,2.449666,1.1298637,1.9027005,2.086488,1.5120021,-0.0008084852,0.00015355124,-0.00033399684,0.00011982086
BT<-CH,0.17056094,0.13238326,-0.093569465,-0.087716214,-0.153278,0.10198856,-0.002892992,0.00022241802,8.8552944e-05,6.02741e-05
BU<-CA,-0.60135764,-0.3533416,-0.803813,-0.71248895,-0.6095994,-0.5735532,-0.005141651,-0.00026438772,7.3894065e-05,-3.4190758e-05
BU<-BT,-0.7574937,-0.7717431,-0.7571814,-0.7628585,-0.7814533,-0.7687482,-0.66390437,-0.00038891454,0.0004340468,-0.00010500185
BU<-BU,-0.955105,-0.9686381,-0.94631785,-0.96469325,-0.9680488,-0.9480584,-0.9042355,-0.7885768,-0.00024353263,8.119061e-05
BU<-CD,-0.7286242,-0.69160193,-0.7188866,-0.7281056,-0.7429829,-0.7057776,-0.5898002,-0.009379139,6.514801e-05,2.3068518e-05
BU<-BV,-0.76674324,-0.7658419,-0.6939705,-0.77417827,-0.7625939,-0.7556483,-0.5005874,0.00021936999,-0.00036930258,-0.00020137324
BU<-CS,0.04596907,-0.98948234,1.2202764,1.7045361,0.12926707,0.007570674,8.160774e-05,-8.156834e-05,-3.687931e-05,-6.934655e-05
BU<-DP,0.566464,0.8843813,-0.17126586,0.22777708,0.12813002,0.015823577,0.0015725446,0.000121608435,-5.6246747e-05,0.0002703789
BU<-CH,0.662257,0.6838588,0.6062513,1.3004864,0.9232057,0.2923297,0.0002591005,0.0001918886,0.00015604618,5.8491314e-05
CD<-CA,-0.6235886,-0.6665141,-0.77137625,-0.37805852,-0.5093035,-0.8105977,-0.00037368463,0.00048893737,1.7626018e-05,6.911219e-05
CD<-BT,-0.3613154,-0.39065662,-0.35287493,-0.3353546,-0.37234992,-0.4455584,-0.43171242,0.00016907974,0.00067935506,-9.56258e-06
CD<-BU,0.005995585,-0.037932742,-0.00026799808,0.0626346,0.021951724,-0.09858722,-0.012278231,0.012712865,0.00016937868,-2.5058944e-06
CD<-CD,-1.3032626,-1.2296857,-1.2737771,-1.3248523,-1.2812313,-1.1735319,-1.2820567,-0.000327445,0.00042575842,4.6561836e-05
CD<-BV,0.23855323,0.17543837,0.23490618,0.26647118,0.2314422,0.08454965,0.18777795,0.0053952513,0.00018403462,0.0001605702
CD<-CS,-0.96487397,-1.6041907,-0.5678095,1.7209841,0.51886415,-0.0046318923,-0.00043080217,7.348623e-05,0.000114278926,0.00018184038
CD<-DP,-0.51143545,-0.64097214,-0.55661535,-0.41626394,-0.4651325,-0.5986692,-0.015582309,-0.00078780367,0.00017338153,0.000105392945
CD<-CH,-1.0418453,-1.1669807,-1.0880027,-0.8672886,-0.96328557,-0.86671126,-0.030699018,0.00019969224,1.1279565e-05,1.150083e-05
BV<-CA,-0.49769253,-0.37000522,-0.6438324,-0.4515368,-0.42551324,-0.0015669068,-0.00089516613,6.82245e-05,-7.800121e-06,0.00016964818
