parameter,0.0,1e-08,1e-07,1e-06,1e-05,0.0001,0.001,0.01,0.1,1.0
CA,0.25970152,0.15826173,0.19617605,0.22150023,0.16157238,0.14193292,0.14672942,0.1395712,-0.00019321765,0.0002057062
BT,0.9712955,0.9321661,0.93782496,0.97000086,0.9507042,0.9930654,1.0290385,0.7486373,0.2500655,0.0003245774
BU,0.9380525,0.9359345,0.94560915,0.9533768,0.94482577,0.9143133,0.8830366,0.63159883,0.21789815,0.00012913646
CD,0.65362227,0.6455682,0.6400469,0.6555539,0.6309643,0.63939625,0.5604093,0.00021271323,-0.00020720498,4.0408308e-05
BV,0.7195537,0.7110774,0.7125461,0.7250763,0.7083379,0.69148797,0.66273355,0.48565194,-5.1224804e-05,0.00015685018
CS,0.319441,0.30390018,0.30478776,0.32044387,0.30095902,0.30831257,0.23339438,-0.00019906921,-0.000104404404,-0.000112476206
DP,0.46214047,0.5358703,0.53813547,0.48949942,0.48961496,0.54122543,0.37770706,0.11016405,0.000103009974,-0.00011577633
CH,0.5501207,0.5295321,0.5289742,0.53372,0.55570316,0.5263911,0.33619282,0.00043828657,0.00021415316,0.0002639407
CA<-CA,-1.7589077,-0.20410097,-0.6620169,-2.0080936,-0.25102454,-0.024995578,9.6001295e-06,-4.5586632e-05,-0.00017374227,7.059793e-05
CA<-BT,-0.14306857,-0.066501595,-0.08281591,-0.109007716,-0.10049825,-0.08020383,-0.065745175,0.00070974446,-6.561361e-05,-7.214211e-05
CA<-BU,0.0060021323,0.07144698,0.11122867,0.020967484,0.07504224,0.05920004,0.005818141,0.00014340004,-3.8989914e-05,2.3001034e-05
CA<-CD,0.48580715,0.0647386,0.07144129,0.6866416,0.0592952,0.051546678,0.080261245,0.00012606577,-2.89928e-05,-6.611016e-05
CA<-BV,-0.21976222,-0.030006394,-0.07829843,-0.09197723,-0.051060487,-0.029407121,0.001931815,0.000106738575,0.00017542052,0.00025575407
CA<-CS,4.08679,1.0043787,1.2083685,3.9892054,0.90570265,0.94535834,0.00023405653,0.00012742732,7.246119e-06,-2.8849488e-05
CA<-DP,0.25933197,0.30668983,0.24907084,0.6770484,0.19083075,0.12782544,0.099281594,5.9503524e-05,3.7118189e-06,-3.0090225e-05
CA<-CH,1.0400585,-0.14810228,0.11647812,1.03189,0.25086662,0.04627075,0.00021672748,3.4867466e-05,-3.1176853e-05,-1.1056909e-06
BT<-CA,-0.13101538,0.45631367,-0.030117562,-0.02226476,-0.16117807,-0.021826658,-0.0023438826,-0.00017397034,-5.0864135e-05,6.754558e-05
BT<-BT,-0.94960535,-0.92665803,-0.92184615,-0.96372193,-0.9425734,-0.9545722,-0.96043664,-0.70936346,-0.005373908,9.451706e-05
BT<-BU,-0.6422005,-0.5921167,-0.59689915,-0.6404732,-0.58511424,-0.68489385,-0.7330233,-0.34538716,0.00017191409,0.000104103034
BT<-CD,1.4505547,1.4528539,1.4456487,1.3499259,1.0465423,0.2697615,-0.00051293353,-4.2849926e-05,-0.00014153527,7.2562834e-06
BT<-BV,-0.05576211,-0.19755544,-0.06685912,-0.20424715,-0.219842,-0.38942814,-0.5295651,5.727803e-05,-6.603361e-05,0.00024130511
BT<-CS,1.9380887,3.6010044,2.1806612,3.8340814,2.5638175,0.012644508,0.0009164874,6.23839e-05,1.0840289e-05,-0.000114102346
BT<-DP,2.9452462,3.1921785,2.667792,2.957408,2.9491265,2.290418,0.010729013,-0.00012479772,0.00014467159,7.2427065e-06
BT<-CH,2.7480845,0.99771297,2.8129141,1.6525528,2.7353973,1.5121074,0.0034543555,5.7509023e-06,6.0918544e-05,0.00018287169
BU<-CA,-0.49232423,-0.87195617,-0.62699306,-0.631224,-0.6604083,-0.7553576,-0.0003605645,4.1859705e-05,-9.957647e-05,3.8433587e-05
BU<-BT,-0.8057164,-0.78358334,-0.7947961,-0.8091633,-0.79140973,-0.77171344,-0.7247839,-0.46441087,-0.00011215379,7.9101155e-06
BU<-BU,-0.984252,-0.9719011,-0.9827986,-0.97311735,-0.96479785,-0.94441205,-0.94239646,-0.65865296,0.0019588622,-2.3990331e-05
BU<-CD,0.40062553,0.12791139,0.2464797,0.21097824,0.19705658,-0.0045015356,-0.020220755,-8.707604e-06,-1.985512e-05,-8.273046e-05
BU<-BV,-0.8365363,-0.778718,-0.8408145,-0.8662067,-0.85854983,-0.8235991,-0.6911089,-0.0092988275,7.321078e-05,-0.00016216873
BU<-CS,-0.27292934,-1.7537335,-1.3522829,0.8655976,-0.8185257,-1.5792744,-0.0011341933,0.000109077104,0.0001163506,8.851092e-05
BU<-DP,-1.2988614,0.23635614,-0.27004978,-1.1127087,-1.0285572,0.0028425637,-0.016110301,6.389164e-07,6.84952e-05,-6.499249e-05
BU<-CH,1.3271252,0.85188216,0.9358503,0.54558307,1.1682059,0.81472224,-0.003167868,7.904187e-05,-2.1808431e-05,-8.80173e-06
CD<-CA,-0.54395276,-0.73983115,-0.6693684,-0.5334752,-0.64316654,-0.5872388,-0.004883979,-1.0404299e-05,4.161564e-05,-5.6568984e-05
CD<-BT,-0.54698706,-0.5488885,-0.53950477,-0.5488058,-0.56325257,-0.6558089,-0.5320919,2.8055052e-05,-0.00012253184,-6.569392e-05
CD<-BU,-0.4957446,-0.51502013,-0.49618903,-0.49014822,-0.477609,-0.45577842,-0.37834048,3.0592317e-05,0.00012444881,-4.3773092e-05
CD<-CD,-1.0928509,-1.1437314,-1.11784,-1.0869126,-1.0816985,-1.1475866,-1.0725033,-0.00013090039,-1.8782303e-05,0.0004372979
CD<-BV,-0.5206733,-0.5369638,-0.524512,-0.54211,-0.52283597,-0.5081824,-0.44302556,-1.7013808e-05,0.00010029422,-0.00014635878
CD<-CS,-1.293323,-1.6305077,-1.4850063,-1.3241857,-1.4235384,-0.019807294,-0.00015048335,0.00018543993,0.00014227345,1.3280951e-06
CD<-DP,-0.91525584,-0.8705406,-0.86837214,-0.9419041,-0.83892184,-0.726672,-0.3445143,-0.00012911638,0.00017743566,0.00023009187
CD<-CH,0.16255176,0.45471182,0.46892205,0.14899658,0.2990118,0.012076268,-0.0009129257,6.0820385e-06,-0.00014105084,0.00026537266
BV<-CA,-0.6620573,-0.8711651,-0.79480135,-0.7452402,-0.8824078,-0.62350047,-0.016449789,-0.00045580638,-0.00022211642,-4.751724e-06
BV<-BT,-0.65015066,-0.6631988,-0.65635,-0.6634685,-0.65541714,-0.65640604,-0.6276398,-0.43559957,-0.0001166525,0.0001564771
BV<-BU,-0.582261,-0.568771,-0.58331656,-0.6358541,-0.57824564,-0.5847375,-0.5453823,-0.22446986,-0.00022815177,8.3515624e-07
BV<-CD,0.2667112,0.15728228,0.1501769,0.12623556,0.13482383,0.20690991,0.29390472,-7.2855684e-05,-0.00026434186,6.161536e-05
BV<-BV,-0.686228,-0.6510181,-0.66772676,-0.66590494,-0.66544116,-0.6477611,-0.6364673,-0.44581428,-0.00019694783,6.525199e-06
BV<-CS,-0.60000503,-0.7197767,-1.0029455,-0.31667504,-0.657645,-0.6072476,-0.0003345965,0.00029718486,-3.0515264e-05,7.681343e-05
BV<-DP,-0.3117728,-0.13327356,-0.06580216,-0.11011641,-0.30279383,0.004221497,0.0020077066,4.9699207e-05,0.0003833872,-0.00013149767
BV<-CH,0.07337682,-0.11187569,-0.12679204,-0.1587904,-0.007493432,-0.021050123,-0.00280869,-3.2174816e-05,0.00018512868,-3.6110956e-05
CS<-CA,-0.5164133,-0.91815865,-0.6693926,-0.4997453,-0.9041681,-0.60462373,0.00012536423,6.3625186e-05,-0.00014259876,-1.5173464e-05
CS<-BT,-0.33534196,-0.2506435,-0.24767227,-0.24785626,-0.24293537,-0.47337663,-0.19967808,-9.787106e-05,-8.758152e-05,-0.00018300542
CS<-BU,-0.2266121,-0.24394713,-0.1757131,-0.17677724,-0.19795102,-0.19196686,-0.19211343,-1.6822289e-05,7.688231e-05,3.686585e-05
