,species,alpha,ini,cost,success
544,CA,0.001,"[1.6422671299097746, -1.4896225341371667]",0.06791730245354072,True
545,CA,0.001,"[0.7543407880094254, -0.41695235121435137]",0.06791730241655969,True
546,CA,0.001,"[0.45880708337599574, -0.5418456798756592]",0.06791730241655985,True
547,CA,0.001,"[0.5843882627776176, -1.1357870449636507]",0.06791730241655945,True
548,CA,0.001,"[1.0375966601709323, -0.05862822091645126]",0.06791730241784591,True
549,CA,0.001,"[0.9861037634676985, -0.16199748570724215]",0.06791730241655988,True
550,CA,0.001,"[0.3915466579689513, -0.8582867687454152]",0.06791730241655985,True
551,CA,0.001,"[1.1132517660923897, -0.21703947340502916]",0.06791730241655905,True
552,CA,0.001,"[0.24175481539699342, -0.3720994256033143]",0.06791730241655936,True
553,CA,0.001,"[0.17082813259505475, -0.9252519204649086]",0.06791730241655947,True
554,CA,0.001,"[0.0675156939645129, -1.6120946272257766]",0.06791730241656004,True
555,CA,0.001,"[1.5864106382073104, -0.6354092235180917]",0.06791730241655909,True
556,CA,0.001,"[1.4697094461617475, -1.7596068149577517]",0.06791730241655913,True
557,CA,0.001,"[1.2750442567855267, -1.0223025429008887]",0.0679173024165591,True
558,CA,0.001,"[0.8018135718648278, -1.888465949387544]",0.06791730241656081,True
559,CA,0.001,"[0.6013374519653201, -1.5685619808430529]",0.0679173024165597,True
560,CA,0.003,"[1.751051630467653, -0.7246930423351403]",0.07149170849258547,True
561,CA,0.003,"[1.3458228426760899, -1.2228656005150382]",0.07149170849258998,True
562,CA,0.003,"[1.9871288484875371, -1.3573001326799654]",0.07149170849260751,True
563,CA,0.003,"[1.8944982183940007, -1.9430772432281715]",0.07149170849258939,True
564,CA,0.003,"[1.6422671299097746, -1.4896225341371667]",0.07149170849258724,True
565,CA,0.003,"[0.7543407880094254, -0.41695235121435137]",0.07149170849258575,True
566,CA,0.003,"[0.45880708337599574, -0.5418456798756592]",0.07149170849258837,True
567,CA,0.003,"[0.5843882627776176, -1.1357870449636507]",0.07149170849258842,True
568,CA,0.003,"[1.0375966601709323, -0.05862822091645126]",0.07149170849258601,True
569,CA,0.003,"[0.9861037634676985, -0.16199748570724215]",0.07149170849258688,True
570,CA,0.003,"[0.3915466579689513, -0.8582867687454152]",0.07149170849258717,True
571,CA,0.003,"[1.1132517660923897, -0.21703947340502916]",0.07149170849258546,True
572,CA,0.003,"[0.24175481539699342, -0.3720994256033143]",0.07149170849258966,True
573,CA,0.003,"[0.17082813259505475, -0.9252519204649086]",0.0714917084925896,True
574,CA,0.003,"[0.0675156939645129, -1.6120946272257766]",0.07149170849259323,True
575,CA,0.003,"[1.5864106382073104, -0.6354092235180917]",0.0714917084925845,True
576,CA,0.003,"[1.4697094461617475, -1.7596068149577517]",0.07149170849258528,True
577,CA,0.003,"[1.2750442567855267, -1.0223025429008887]",0.07149170849258674,True
578,CA,0.003,"[0.8018135718648278, -1.888465949387544]",0.07149170849259165,True
579,CA,0.003,"[0.6013374519653201, -1.5685619808430529]",0.16409184134404703,False
580,CA,0.01,"[1.751051630467653, -0.7246930423351403]",0.08394967023645786,True
581,CA,0.01,"[1.3458228426760899, -1.2228656005150382]",0.08394967023645798,True
582,CA,0.01,"[1.9871288484875371, -1.3573001326799654]",0.0839496702364584,True
583,CA,0.01,"[1.8944982183940007, -1.9430772432281715]",0.08394967023646818,True
584,CA,0.01,"[1.6422671299097746, -1.4896225341371667]",0.0839496702364573,True
585,CA,0.01,"[0.7543407880094254, -0.41695235121435137]",0.08394967023645747,True
586,CA,0.01,"[0.45880708337599574, -0.5418456798756592]",0.0839496702364576,True
587,CA,0.01,"[0.5843882627776176, -1.1357870449636507]",0.08394967023645755,True
588,CA,0.01,"[1.0375966601709323, -0.05862822091645126]",0.08394967023645827,True
589,CA,0.01,"[0.9861037634676985, -0.16199748570724215]",0.08394967023645838,True
590,CA,0.01,"[0.3915466579689513, -0.8582867687454152]",0.08394967023645902,True
591,CA,0.01,"[1.1132517660923897, -0.21703947340502916]",0.08394967023645854,True
592,CA,0.01,"[0.24175481539699342, -0.3720994256033143]",0.08394967023646661,True
593,CA,0.01,"[0.17082813259505475, -0.9252519204649086]",0.08394967023645783,True
594,CA,0.01,"[0.0675156939645129, -1.6120946272257766]",0.08394967023645855,True
595,CA,0.01,"[1.5864106382073104, -0.6354092235180917]",0.0839496702364581,True
596,CA,0.01,"[1.4697094461617475, -1.7596068149577517]",0.08394967023646313,True
597,CA,0.01,"[1.2750442567855267, -1.0223025429008887]",0.08394967023645743,True
598,CA,0.01,"[0.8018135718648278, -1.888465949387544]",0.08394967023647323,True
599,CA,0.01,"[0.6013374519653201, -1.5685619808430529]",0.08394967023647493,True
600,CA,0.03,"[1.751051630467653, -0.7246930423351403]",0.1191060830182045,True
601,CA,0.03,"[1.3458228426760899, -1.2228656005150382]",0.11910608301702144,True
602,CA,0.03,"[1.9871288484875371, -1.3573001326799654]",0.1191060830182187,True
603,CA,0.03,"[1.8944982183940007, -1.9430772432281715]",0.11910608305409413,True
604,CA,0.03,"[1.6422671299097746, -1.4896225341371667]",0.11910608301822158,True
605,CA,0.03,"[0.7543407880094254, -0.41695235121435137]",0.11910608301822032,True
606,CA,0.03,"[0.45880708337599574, -0.5418456798756592]",0.11910608301701808,True
607,CA,0.03,"[0.5843882627776176, -1.1357870449636507]",0.11910608305403997,True
608,CA,0.03,"[1.0375966601709323, -0.05862822091645126]",0.11910608301700765,True
609,CA,0.03,"[0.9861037634676985, -0.16199748570724215]",0.11910608305416102,True
610,CA,0.03,"[0.3915466579689513, -0.8582867687454152]",0.11910608301700748,True
611,CA,0.03,"[1.1132517660923897, -0.21703947340502916]",0.11910608301701878,True
612,CA,0.03,"[0.24175481539699342, -0.3720994256033143]",0.11910608301700729,True
613,CA,0.03,"[0.17082813259505475, -0.9252519204649086]",0.11910608301700731,True
614,CA,0.03,"[0.0675156939645129, -1.6120946272257766]",0.11910608301822977,True
615,CA,0.03,"[1.5864106382073104, -0.6354092235180917]",0.11910608305400837,True
616,CA,0.03,"[1.4697094461617475, -1.7596068149577517]",0.11910608305406029,True
617,CA,0.03,"[1.2750442567855267, -1.0223025429008887]",0.11910608305417579,True
618,CA,0.03,"[0.8018135718648278, -1.888465949387544]",0.11910608305393613,True
619,CA,0.03,"[0.6013374519653201, -1.5685619808430529]",0.11910608305406836,True
620,CA,0.1,"[1.751051630467653, -0.7246930423351403]",0.237159261621223,True
621,CA,0.1,"[1.3458228426760899, -1.2228656005150382]",0.23715926166556048,True
622,CA,0.1,"[1.9871288484875371, -1.3573001326799654]",0.2371592616655626,True
623,CA,0.1,"[1.8944982183940007, -1.9430772432281715]",0.23715926161974296,True
624,CA,0.1,"[1.6422671299097746, -1.4896225341371667]",0.23715926162121323,True
625,CA,0.1,"[0.7543407880094254, -0.41695235121435137]",0.2371592616656272,True
626,CA,0.1,"[0.45880708337599574, -0.5418456798756592]",0.23715926162123227,True
627,CA,0.1,"[0.5843882627776176, -1.1357870449636507]",0.23715926162127393,True
628,CA,0.1,"[1.0375966601709323, -0.05862822091645126]",0.23715926166561696,True
629,CA,0.1,"[0.9861037634676985, -0.16199748570724215]",0.23715926161973305,True
630,CA,0.1,"[0.3915466579689513, -0.8582867687454152]",0.23715926161973117,True
