Param name,Param value,Param stdv,Param p-value
BU*BV*CS,0.015235553,1.0782322,0.9887261689487872
BU*BV*DP,0.031140294,0.27018327,0.9082420619568018
BU*BV*CH,9.543388,3.1751227,0.002649917869669623
BU*CS*DP,-0.030859549,1.0924424,0.977464182465657
BU*CS*CH,0.01952874,1.0005078,0.9844272188022986
BU*DP*CH,0.1254786,1.0045707,0.9005966383460465
CD*CA*BT,-1.3167382,0.23204008,1.3900060197848227e-08
CD*CA*BU,-0.3597714,0.2232227,0.10702395498720145
CD*CA*BV,0.4059623,0.34085286,0.23364605641574765
CD*CA*CS,0.22739765,1.3444723,0.8656902645826572
CD*CA*DP,0.27644,0.15663363,0.0775834644825038
CD*CA*CH,-0.06886708,0.21286839,0.7463018208859498
CD*BT*BU,-0.9081133,0.040681567,2.2356303434767615e-110
CD*BT*BV,-1.6987624,0.1509695,2.2549074470142716e-29
CD*BT*CS,-0.0640979,1.1621039,0.9560135651787276
CD*BT*DP,-1.5144862,0.27693796,4.533887363912954e-08
CD*BT*CH,-1.4772843,0.74487126,0.04733675401638644
CD*BU*BV,-0.2501734,0.18816717,0.1836740787486768
CD*BU*CS,0.011992691,0.9748872,0.9901849755472806
CD*BU*DP,-0.773706,0.28105605,0.005907838891363515
CD*BU*CH,-1.7862906,0.30146196,3.1148791446053498e-09
CD*BV*CS,0.0070737647,0.9311716,0.9939388258826013
CD*BV*DP,-5.3169527,1.1116287,1.7267272398421544e-06
CD*BV*CH,-0.028349387,0.09571214,0.7670817356855613
CD*CS*DP,-0.03164304,0.87213784,0.9710573782895096
CD*CS*CH,0.31417978,1.3376179,0.8143018149542416
CD*DP*CH,5.1316853,2.5149872,0.04130632330269143
BV*CA*BT,2.576117,1.604466,0.10836368647636585
BV*CA*BU,0.027644873,0.1737133,0.8735579476201358
BV*CA*CD,-0.39234942,0.42386425,0.3546285194509041
BV*CA*CS,-0.020666512,1.0251696,0.9839164434316601
BV*CA*DP,0.24457003,1.4198209,0.8632377323037237
BV*CA*CH,1.0724105,1.1124574,0.33504524525439594
BV*BT*BU,-0.536903,0.23974663,0.02512598622658426
BV*BT*CD,0.22630309,0.51548547,0.6606545537471922
BV*BT*CS,0.0129337665,0.88917935,0.9883945926272448
BV*BT*DP,-0.10708077,0.5672962,0.8502837636445089
BV*BT*CH,-0.047562294,1.0190418,0.9627734134180189
BV*BU*CD,-0.001796439,0.056611676,0.9746852492514695
BV*BU*CS,-0.02568288,1.2003701,0.9829299234078326
BV*BU*DP,-1.0200734,0.5918715,0.0848033768587995
BV*BU*CH,-0.09320292,0.4118661,0.8209725939702055
BV*CD*CS,0.01374565,1.0687125,0.9897379885712283
BV*CD*DP,0.050985835,0.45725957,0.9112174473464496
BV*CD*CH,0.0060381773,0.18070255,0.973343641424631
BV*CS*DP,0.011459889,1.0105301,0.990951805745913
BV*CS*CH,0.001380545,0.97736543,0.9988729751138296
BV*DP*CH,-0.1231971,1.3533902,0.9274699361790821
CS*CA*BT,-0.02379996,0.9088258,0.9791077132338719
CS*CA*BU,-0.05866212,0.9938672,0.9529329101699038
CS*CA*CD,-0.031307682,0.697335,0.9641900573918744
CS*CA*BV,-0.036416832,0.96327853,0.9698430847745084
CS*CA*DP,-0.24489562,0.9686652,0.8004091428136606
CS*CA*CH,0.030557407,1.0473955,0.9767252900114646
CS*BT*BU,-0.02558389,0.75675166,0.9730306483349749
CS*BT*CD,-0.014733041,0.98995566,0.988125901067457
CS*BT*BV,-0.039191503,0.9596261,0.9674231387883192
CS*BT*DP,-0.009443232,0.96186656,0.9921668052537341
CS*BT*CH,-0.04646241,0.9088999,0.9592303845089448
CS*BU*CD,0.0025413386,1.0305277,0.9980323743332676
CS*BU*BV,-0.033492442,0.8860098,0.9698460015388937
CS*BU*DP,-0.050735492,1.056605,0.9617023239405951
CS*BU*CH,0.020529078,0.9990506,0.9836057528939303
CS*CD*BV,-0.016502514,0.93474686,0.9859144572016431
CS*CD*DP,0.030057404,1.1073008,0.978344280609695
CS*CD*CH,-0.01679625,0.746512,0.9820494010186405
CS*BV*DP,0.0004916274,0.9104508,0.999569156447021
CS*BV*CH,-0.05288475,1.0084891,0.9581784329613211
CS*DP*CH,-0.0883165,0.8746223,0.9195689282642018
DP*CA*BT,-1.467443,1.0586156,0.1656886949114943
DP*CA*BU,0.016393393,0.09305956,0.8601680747262348
DP*CA*CD,-0.06448875,0.1424609,0.6507814427410292
DP*CA*BV,2.655387,0.69597816,0.0001360006497818245
DP*CA*CS,0.092137165,0.9282447,0.9209321840287774
DP*CA*CH,0.015856415,0.5545373,0.9771884328780918
DP*BT*BU,-0.35968915,0.2896828,0.21436001047932574
DP*BT*CD,1.6954505,0.35020024,1.2894385807816717e-06
DP*BT*BV,-0.078205235,0.29465678,0.7906926416785459
DP*BT*CS,0.006079677,1.0498614,0.9953795297629995
DP*BT*CH,-0.0013491816,0.8912958,0.9987922182646803
DP*BU*CD,0.51471865,0.16053593,0.0013447611929072588
DP*BU*BV,0.49657393,0.2184745,0.023031323905616158
DP*BU*CS,0.05057286,0.9543174,0.9577368828840199
DP*BU*CH,-0.00929245,0.5251186,0.9858814454769748
DP*CD*BV,1.5083401,0.13835384,1.126928582256571e-27
DP*CD*CS,-0.054664105,1.1649514,0.9625738514018293
DP*CD*CH,-0.30107033,1.7617949,0.8643115108620189
DP*BV*CS,0.019696843,1.0032771,0.9843365333839752
DP*BV*CH,2.0905523,1.2357306,0.09069286804127193
DP*CS*CH,0.023162646,1.186629,0.9844265189468293
CH*CA*BT,0.13140687,0.9584981,0.890954405559203
CH*CA*BU,-0.005607828,0.088666864,0.9495705822962668
CH*CA*CD,0.015921619,0.09660157,0.8690877137697428
CH*CA*BV,-2.25656,0.37903208,2.624987913582568e-09
CH*CA*CS,-0.11697237,1.6611998,0.9438638348188074
CH*CA*DP,0.025878744,0.62094635,0.9667567491688044
CH*BT*BU,-3.122175,1.0557196,0.0031025511599794887
CH*BT*CD,1.5932941,0.5669091,0.00494656294674016
CH*BT*BV,-0.043650966,0.93235654,0.9626583694736793
CH*BT*CS,-0.0066401074,0.99367464,0.9946682751112697
CH*BT*DP,-0.099983394,0.9847206,0.9191259467137076
CH*BU*CD,1.1951345,0.10654411,3.3544926780318215e-29
CH*BU*BV,-0.7703576,0.1624892,2.1268977791044146e-06
CH*BU*CS,0.01824306,1.0094177,0.9855807332037955
CH*BU*DP,0.024147822,0.23152384,0.9169316742287787
CH*CD*BV,2.1194222,0.40118095,1.271145201503031e-07
CH*CD*CS,-0.0005349553,0.88758606,0.9995191085560432
CH*CD*DP,-0.06669609,0.46310326,0.8854847423772686
CH*BV*CS,0.07406816,1.2265899,0.951848663955226
CH*BV*DP,-10.635594,2.366761,6.998507781595844e-06
CH*CS*DP,0.015671821,0.9744379,0.9871682276247967
