Treatments,species,true,pred
CDanc-BT,BT,1.1516498011666667,1.0134704113006592
CDanc-BT,CD,0.2393335386666667,0.09756696224212646
CDanc-CS-DP-CA,CA,0.2661011636666667,0.016141271218657494
CDanc-CS-DP-CA,CD,0.33415886599999994,0.3809937536716461
CDanc-CS-DP-CA,CS,0.012388697999999998,0.029260054230690002
CDanc-CS-DP-CA,DP,0.14735127733333334,0.1396775245666504
CDanc-CS-DP-CA,CA,0.23160861866666668,0.14530839025974274
CDanc-CS-DP-CA,CD,0.3867886063333333,0.32459941506385803
CDanc-CS-DP-CA,CS,0.00856183,0.01940925233066082
CDanc-CS-DP-CA,DP,0.19217426199999998,0.18582074344158173
CS-BT-BU-BV,BT,0.7484752063333334,0.8200666308403015
CS-BT-BU-BV,BU,0.32657455366666666,0.26351672410964966
CS-BT-BU-BV,BV,0.05608886266666666,0.07510169595479965
CS-BT-BU-BV,CS,0.005728021666666666,0.012322916649281979
CS-BT-BU-BV,BT,0.7623571239999999,0.8442081212997437
CS-BT-BU-BV,BU,0.329618565,0.2682403028011322
CS-BT-BU-BV,BV,0.02721027233333333,0.03888460993766785
CS-BT-BU-BV,CS,0.007947363,0.012775654904544353
CS-CH-DP-BU-BV,BU,0.8173882570000001,0.7376593351364136
CS-CH-DP-BU-BV,BV,0.21775767166666668,0.30493757128715515
CS-CH-DP-BU-BV,CS,0.00720066,0.01759655959904194
CS-CH-DP-BU-BV,DP,0.01595268433333333,0.03751363232731819
CS-CH-DP-BU-BV,CH,0.044667428,0.037050534039735794
CS-CH-DP-BU-BV,BU,0.5298494723333333,0.7147485017776489
CS-CH-DP-BU-BV,BV,0.506499039,0.3516271114349365
CS-CH-DP-BU-BV,CS,0.005596434,0.024112235754728317
CS-CH-DP-BU-BV,DP,0.014111347000000002,0.040570490062236786
CS-CH-DP-BU-BV,CH,0.045610352,0.07040341198444366
CDanc-CA-BU,CA,0.23391977633333336,0.15984192490577698
CDanc-CA-BU,BU,0.36315315466666664,0.691157341003418
CDanc-CA-BU,CD,0.482460442,0.30156731605529785
CDanc-CS-BU,BU,0.5099948873333334,0.6135079264640808
CDanc-CS-BU,CD,0.48626584900000003,0.45418664813041687
CDanc-CS-BU,CS,0.037505965333333335,0.00022699298278894275
CDanc-CS-BV-CA,CA,0.022253925999999997,0.03732417896389961
CDanc-CS-BV-CA,CD,0.4301503713333334,0.4663056433200836
CDanc-CS-BV-CA,BV,0.8031129956666666,0.7283241152763367
CDanc-CS-BV-CA,CS,0.014649377333333333,0.015032797120511532
CDanc-CS-BV-CA,CA,0.055596076333333334,0.09999609738588333
CDanc-CS-BV-CA,CD,0.47362284400000004,0.4999068081378937
CDanc-CS-BV-CA,BV,0.7442171213333334,0.7632392048835754
CDanc-CS-BV-CA,CS,0.009997311333333333,0.001825460814870894
CS-CH-DP-BU,BU,1.004980619,0.9492096900939941
CS-CH-DP-BU,CS,0.008009321,0.004632660187780857
CS-CH-DP-BU,DP,0.029679228,0.00014887849101796746
CS-CH-DP-BU,CH,0.034880840999999996,0.026469366624951363
CS-CH-DP-BU,BU,0.9155818216666667,0.9453330636024475
CS-CH-DP-BU,CS,0.010593122000000002,0.0004300834843888879
CS-CH-DP-BU,DP,0.02833957133333333,1.2411792704725144e-09
CS-CH-DP-BU,CH,0.06901882366666666,0.032238464802503586
CDanc-BV,CD,0.013983613666666667,0.027971096336841583
CDanc-BV,BV,0.05088305333333334,0.029994647949934006
CDanc-BV,CD,0.104674388,0.12600626051425934
CDanc-BV,BV,0.883292279,0.14771242439746857
CDanc-BV,CD,0.5454396703333333,0.42153400182724
CDanc-BV,BV,0.7373936626666667,0.5729700922966003
CDanc-BV,CD,0.718298436,0.4565010368824005
CDanc-BV,BV,0.5932598798333333,0.6337791085243225
CDanc-CH-BT-BU-BV,BT,0.8095653213333334,0.7759729027748108
CDanc-CH-BT-BU-BV,BU,0.19030320733333336,0.2681261897087097
CDanc-CH-BT-BU-BV,CD,0.024205926333333332,0.08720970898866653
CDanc-CH-BT-BU-BV,BV,0.168705509,0.038940995931625366
CDanc-CH-BT-BU-BV,CH,0.008686710666666667,0.02847139537334442
CDanc-CH-BT-BU-BV,BT,0.8242790203333333,0.8165966868400574
CDanc-CH-BT-BU-BV,BU,0.22883297566666663,0.22414299845695496
CDanc-CH-BT-BU-BV,CD,0.10507147733333333,0.11415064334869385
CDanc-CH-BT-BU-BV,BV,0.035105454,0.0171847864985466
CDanc-CH-BT-BU-BV,CH,0.004277736333333333,0.03273245319724083
CS-CH-BT-CA,CA,0.012518623999999999,0.019292064011096954
CS-CH-BT-CA,BT,1.178254097,1.0967676639556885
CS-CH-BT-CA,CS,0.0040385125,0.03158283606171608
CS-CH-BT-CA,CH,0.008188731,0.020516470074653625
CS-CH-BT-CA,CA,0.02367675866666667,0.1523522138595581
CS-CH-BT-CA,BT,1.1088278710000001,1.1801954507827759
