Treatments,species,true,pred
CDevo-DP-BT-CA,BT,1.1285164916666668,1.1145512
CDevo-DP-BT-CA,BT,1.0089963116666667,1.0640152
CH-DP-BT-BU,BT,0.8445462246666667,0.8721253
CH-DP-BT-BU,BT,0.8366360526666666,0.8593995
CH-DP-BT-BU-BV-CA,BT,0.8129144949999999,0.7747871
CH-DP-BT-BU-BV-CA,BT,0.8086059533333333,0.78594536
CS-BT-BU-BV,BT,0.7484752063333334,0.7131625
CS-BT-BU-BV,BT,0.7623571239999999,0.786274
CS-BT-BU-CA,BT,0.760218939,0.81360745
CS-BT-BU-CA,BT,0.8192246470000001,0.8626915
CS-BT-BV-CA,BT,1.016049432,0.96864337
CS-BT-BV-CA,BT,1.010873854666667,0.98710215
CS-CH-BT-BU,BT,0.861526892,0.86626273
CS-CH-BT-BU,BT,0.882383908,0.8630433
CS-CH-BT-BU-BV-CA,BT,0.807435714,0.74988127
CS-CH-BT-BU-BV-CA,BT,0.8147868633333334,0.77764326
CS-CH-BT-BU-CA,BT,0.8883526313333333,0.81883305
CS-CH-BT-BU-CA,BT,0.8633133503333333,0.8400233
CS-CH-BT-CA,BT,1.178254097,1.103589
CS-CH-BT-CA,BT,1.108827871,1.11767
CS-CH-DP-BT-BU,BT,0.8812797689999999,0.8783286
CS-CH-DP-BT-BU,BT,0.8432956639999999,0.867575
CS-CH-DP-BT-BU-BV-CA,BT,0.771952514,0.8364229
CS-CH-DP-BT-BU-BV-CA,BT,0.7566428406666668,0.8413077
CS-CH-DP-BT-BU-CA,BT,0.8556562900000001,0.8934913
CS-CH-DP-BT-BU-CA,BT,0.823884028,0.89760196
CS-DP-BT-BU,BT,0.880185672,0.82718223
CS-DP-BT-BU,BT,0.8850126836666666,0.8241533
CS-DP-BT-BU-BV,BT,0.8542205095,0.8353051
CS-DP-BT-BU-BV,BT,0.8373399676666667,0.85272396
CS-DP-BT-BU-BV-CA,BT,0.6543779886666666,0.83395565
CS-DP-BT-BU-BV-CA,BT,0.672904892,0.83976465
CS-DP-BT-BV,BT,1.0794961010000002,1.0704838
CS-DP-BT-BV,BT,1.0564141366666666,1.0729414
CS-DP-BT-BV-CA,BT,1.0997645003333334,1.0703156
CS-DP-BT-BV-CA,BT,1.066017131,1.0420836
DP-BT-BU-BV,BT,0.8443227283333333,0.75536716
DP-BT-BU-BV,BT,0.8362880436666665,0.7788003
DP-BT-BU-BV-CA,BT,0.8495348859999999,0.77453905
DP-BT-BU-BV-CA,BT,0.8369103293333332,0.81696194
DP-BT-BV-CA,BT,1.0465466483333332,1.0650381
DP-BT-BV-CA,BT,1.0750140436666664,1.0469954
CDevo-BT-BU-CA,BU,0.362027328,0.37112826
CDevo-BT-BU-CA,BU,0.3103991879999999,0.31172532
CDevo-BU,BU,1.031857645,0.800739
CDevo-BU,BU,1.039077442666667,0.79138786
CDevo-CH-BT-BU-BV,BU,0.251760193,0.31099322
CDevo-CH-BT-BU-BV,BU,0.2658610939999999,0.26456574
CDevo-CH-BU-CA,BU,0.9539655493333332,0.83227736
CDevo-CH-BU-CA,BU,0.9389242366666668,0.74237186
CDevo-CH-DP-BT-BU,BU,0.2680793713333333,0.28467596
CDevo-CH-DP-BT-BU,BU,0.2388215416666666,0.2594819
CDevo-CS-BT-BU-BV,BU,0.3092923936666667,0.2989409
CDevo-CS-BT-BU-BV,BU,0.2885433143333333,0.25976357
CDevo-CS-BT-BU-CA,BU,0.3369943326666666,0.35022813
CDevo-CS-BT-BU-CA,BU,0.271470214,0.29932812
CDevo-CS-CH-DP-BT-BU-BV-CA,BU,0.3009876956666666,0.26168957
CDevo-CS-CH-DP-BT-BU-BV-CA,BU,0.2551180066666667,0.2605159
CDevo-CS-CH-DP-BU,BU,0.8956672396666666,0.94092053
CDevo-CS-CH-DP-BU,BU,0.7118347256666667,0.84323084
CDevo-CS-CH-DP-BU-BV,BU,0.7166919953333334,0.73334575
CDevo-CS-CH-DP-BU-BV,BU,0.45693343,0.5468621
CDevo-CS-DP-BU,BU,0.9835977636666668,0.8868304
CDevo-CS-DP-BU,BU,0.7974284393333333,0.69798124
CDevo-CS-DP-BU-BV,BU,0.710750488,0.7541664
CDevo-CS-DP-BU-BV,BU,0.4193291693333333,0.6316361
CDevo-CS-DP-BU-CA,BU,0.932841781,0.90199256
CDevo-CS-DP-BU-CA,BU,0.7925036153333332,0.83798075
CDevo-DP-BT-BU-BV-CA,BU,0.3018746696666667,0.27016637
CDevo-DP-BT-BU-BV-CA,BU,0.2502985376666666,0.25602847
CDevo-DP-BU-CA,BU,0.936136162,0.9188227
CDevo-DP-BU-CA,BU,0.839195363,0.79106045
CH-BU-BV-CA,BU,0.834891941,0.7789731
CH-BU-BV-CA,BU,0.6719140655,0.6866584
CH-DP-BT-BU,BU,0.2892418613333333,0.29413006
CH-DP-BT-BU,BU,0.2807203953333333,0.2663912
CH-DP-BT-BU-BV-CA,BU,0.3100528113333333,0.31075063
CH-DP-BT-BU-BV-CA,BU,0.2636546773333333,0.30315587
CH-DP-BU-CA,BU,1.0456962513333334,0.9228988
CH-DP-BU-CA,BU,0.9726620086666669,0.83573896
CS-BT-BU-BV,BU,0.3265745536666666,0.3419147
CS-BT-BU-BV,BU,0.329618565,0.3026274
CS-BT-BU-CA,BU,0.3701356923333334,0.31057513
CS-BT-BU-CA,BU,0.3351949366666666,0.25614032
CS-CH-BT-BU,BU,0.3155163786666666,0.29260838
CS-CH-BT-BU,BU,0.284181434,0.25289184
CS-CH-BT-BU-BV-CA,BU,0.2746505213333333,0.3369844
CS-CH-BT-BU-BV-CA,BU,0.2568185746666666,0.3197442
CS-CH-BT-BU-CA,BU,0.2851578733333333,0.33689603
CS-CH-BT-BU-CA,BU,0.2875700763333333,0.28357103
CS-CH-BU-BV,BU,0.8829448723333333,0.8620573
CS-CH-BU-BV,BU,0.7563416306666667,0.7371313
CS-CH-DP-BT-BU,BU,0.272708051,0.29516888
CS-CH-DP-BT-BU,BU,0.2675888173333333,0.26740512
CS-CH-DP-BT-BU-BV-CA,BU,0.318997774,0.2816316
CS-CH-DP-BT-BU-BV-CA,BU,0.2779267853333333,0.26668724
CS-CH-DP-BT-BU-CA,BU,0.2725550536666667,0.27586353
CS-CH-DP-BT-BU-CA,BU,0.2445285783333333,0.23867936
CS-CH-DP-BU,BU,1.004980619,0.95398015
CS-CH-DP-BU,BU,0.9155818216666668,0.8371121
CS-CH-DP-BU-BV,BU,0.8173882570000001,0.7586165
CS-CH-DP-BU-BV,BU,0.5298494723333333,0.6667136
CS-CH-DP-BU-BV-CA,BU,0.7252041943333335,0.7608847
CS-CH-DP-BU-BV-CA,BU,0.551509147,0.5573357
CS-DP-BT-BU,BU,0.2588613946666666,0.30324352
CS-DP-BT-BU,BU,0.2571899266666667,0.29676735
CS-DP-BT-BU-BV,BU,0.232428733,0.27218357
CS-DP-BT-BU-BV,BU,0.258298494,0.24685563
CS-DP-BT-BU-BV-CA,BU,0.432480354,0.27459782
CS-DP-BT-BU-BV-CA,BU,0.4153231593333333,0.26116565
CS-DP-BU-BV-CA,BU,0.4469769503333333,0.71444035
CS-DP-BU-BV-CA,BU,0.4133898096666666,0.44651964
CS-DP-BU-CA,BU,1.037568111,0.8751376
CS-DP-BU-CA,BU,0.707466653,0.848674
DP-BT-BU-BV,BU,0.2456032613333333,0.31541735
DP-BT-BU-BV,BU,0.2565109539999999,0.308272
DP-BT-BU-BV-CA,BU,0.2352768043333333,0.32548273
DP-BT-BU-BV-CA,BU,0.246084194,0.29160482
CDevo-BT,CD,0.0224344963333333,0.023457356
CDevo-BT-BU-CA,CD,0.0092200583333333,0.036842685
CDevo-BT-BU-CA,CD,0.0121897073333333,0.012350935
CDevo-BU,CD,0.1254756443333333,0.27513972
CDevo-BU,CD,0.1527559293333333,0.29668713
CDevo-BV,CD,0.175068369,0.15254195
CDevo-BV,CD,0.0775786286666666,0.06994069
CDevo-CA,CD,0.5302282253333334,0.5174428
CDevo-CA,CD,0.442348192,0.46586373
CDevo-CH,CD,0.580083056,0.51773906
CDevo-CH,CD,0.5010483246666667,0.56894463
CDevo-CH-BT-BU-BV,CD,0.0071021003333333,0.01224385
CDevo-CH-BT-BU-BV,CD,0.023429132,0.00082268013
CDevo-CH-BU-CA,CD,0.1190618853333333,0.21425451
CDevo-CH-BU-CA,CD,0.0850300876666666,0.27999613
CDevo-CH-DP-BT-BU,CD,0.0191242529999999,0.023319088
CDevo-CH-DP-BT-BU,CD,0.0435927936666666,0.0071312557
CDevo-CH-DP-CA,CD,0.2938009026666666,0.41303712
CDevo-CH-DP-CA,CD,0.35862626,0.35015866
CDevo-CS,CD,0.523109023,0.52595645
CDevo-CS,CD,0.4188728533333334,0.5710098
CDevo-CS-BT-BU-BV,CD,0.009680579,0.014425241
CDevo-CS-BT-BU-BV,CD,0.0260544696666666,0.0011417425
CDevo-CS-BT-BU-CA,CD,0.0115383143333333,0.03463108
CDevo-CS-BT-BU-CA,CD,0.0201131066666666,0.014672809
CDevo-CS-BT-BV-CA,CD,0.0134205076666666,0.037571546
CDevo-CS-BT-BV-CA,CD,0.021894632,0.01132981
CDevo-CS-BV-CA,CD,0.1658043623333333,0.15728337
CDevo-CS-BV-CA,CD,0.0806591966666666,0.060862523
CDevo-CS-CA,CD,0.4545891066666667,0.4865009
CDevo-CS-CA,CD,0.3788717904999999,0.4361174
CDevo-CS-CH-CA,CD,0.4321580713333333,0.49972206
CDevo-CS-CH-CA,CD,0.4589409769999999,0.4287143
CDevo-CS-CH-DP,CD,0.381909398,0.37530816
CDevo-CS-CH-DP,CD,0.3719292596666667,0.3592822
CDevo-CS-CH-DP-BT-BU-BV-CA,CD,0.0113490373333333,0.014078633
CDevo-CS-CH-DP-BT-BU-BV-CA,CD,0.0169641746666666,0.0020571891
CDevo-CS-CH-DP-BU,CD,0.1456442873333333,0.13532427
CDevo-CS-CH-DP-BU,CD,0.2353593603333333,0.24208368
CDevo-CS-CH-DP-BU-BV,CD,0.0850275113333333,0.09618206
CDevo-CS-CH-DP-BU-BV,CD,0.0624598556666666,0.08224896
CDevo-CS-DP-BT,CD,0.0232422196666666,0.041065317
CDevo-CS-DP-BT,CD,0.035470943,0.021839354
CDevo-CS-DP-BT-BV-CA,CD,0.016282735,0.013990595
CDevo-CS-DP-BT-BV-CA,CD,0.0304459523333333,0.0026051789
CDevo-CS-DP-BU,CD,0.1174391903333333,0.17747362
CDevo-CS-DP-BU,CD,0.214100991,0.2781091
CDevo-CS-DP-BU-BV,CD,0.0801205553333333,0.08999291
CDevo-CS-DP-BU-BV,CD,0.0726210176666666,0.079925366
CDevo-CS-DP-BU-CA,CD,0.145381621,0.12727357
CDevo-CS-DP-BU-CA,CD,0.192876998,0.12696187
CDevo-CS-DP-BV-CA,CD,0.1351870393333333,0.13416684
CDevo-CS-DP-BV-CA,CD,0.0970956406666666,0.051702235
CDevo-CS-DP-CA,CD,0.2588776416666666,0.3469377
CDevo-CS-DP-CA,CD,0.2861570336666666,0.30943227
CDevo-DP,CD,0.3898117543333333,0.42815048
CDevo-DP,CD,0.39755514,0.44127798
CDevo-DP-BT-BU-BV-CA,CD,0.0133788113333333,0.026731906
CDevo-DP-BT-BU-BV-CA,CD,0.0208088856666666,0.008630444
CDevo-DP-BT-CA,CD,0.0190468903333333,0.04743477
CDevo-DP-BT-CA,CD,0.0185283213333333,0.02993125
CDevo-DP-BU-CA,CD,0.1179624596666666,0.15696862
CDevo-DP-BU-CA,CD,0.1485107946666667,0.2276005
CDevo-BV,BV,1.045298303,1.089802
CDevo-BV,BV,1.1055547303333333,1.0772083
CDevo-CH-BT-BU-BV,BV,0.1362473086666666,0.076242566
CDevo-CH-BT-BU-BV,BV,0.0355993756666666,0.03333209
CDevo-CS-BT-BU-BV,BV,0.086650115,0.08791126
CDevo-CS-BT-BU-BV,BV,0.0621182503333333,0.04544458
CDevo-CS-BT-BV-CA,BV,0.195661479,0.115365624
CDevo-CS-BT-BV-CA,BV,0.100250371,0.08839574
CDevo-CS-BV-CA,BV,0.9903155486666668,0.9109541
CDevo-CS-BV-CA,BV,1.0249850306666666,0.85865
CDevo-CS-CH-DP-BT-BU-BV-CA,BV,0.030343472,0.06020176
CDevo-CS-CH-DP-BT-BU-BV-CA,BV,0.0401817893333333,0.027592307
CDevo-CS-CH-DP-BU-BV,BV,0.2443302733333333,0.28737885
CDevo-CS-CH-DP-BU-BV,BV,0.5405466286666667,0.5164509
CDevo-CS-DP-BT-BV-CA,BV,0.0687255309999999,0.11156738
CDevo-CS-DP-BT-BV-CA,BV,0.0702320613333333,0.06315087
CDevo-CS-DP-BU-BV,BV,0.2999309136666667,0.30610177
CDevo-CS-DP-BU-BV,BV,0.5826803486666666,0.50413954
CDevo-CS-DP-BV-CA,BV,0.916166588,0.85737205
CDevo-CS-DP-BV-CA,BV,0.8690385593333333,0.8317581
CDevo-DP-BT-BU-BV-CA,BV,0.0528590273333333,0.07027372
CDevo-DP-BT-BU-BV-CA,BV,0.053060715,0.04665217
CH-BU-BV-CA,BV,0.2162316126666666,0.2810289
CH-BU-BV-CA,BV,0.414616481,0.36295775
CH-DP-BT-BU-BV-CA,BV,0.0254561843333333,0.07815971
CH-DP-BT-BU-BV-CA,BV,0.0406046363333333,0.042607646
CH-DP-BV-CA,BV,0.9144954666666668,0.86544096
CH-DP-BV-CA,BV,0.931739352,0.872528
CS-BT-BU-BV,BV,0.0560888626666666,0.101801075
CS-BT-BU-BV,BV,0.0272102723333333,0.048530646
CS-BT-BV-CA,BV,0.1170685326666666,0.12832524
CS-BT-BV-CA,BV,0.0707714806666666,0.094477884
CS-CH-BT-BU-BV-CA,BV,0.077953656,0.06327188
CS-CH-BT-BU-BV-CA,BV,0.0451852863333333,0.016725017
CS-CH-BU-BV,BV,0.1681639083333333,0.22641218
CS-CH-BU-BV,BV,0.325670478,0.32986942
CS-CH-BV-CA,BV,0.8430321833333334,0.80223596
CS-CH-BV-CA,BV,1.012612555,0.82117003
CS-CH-DP-BT-BU-BV-CA,BV,0.0228337773333333,0.05654773
CS-CH-DP-BT-BU-BV-CA,BV,0.0297728953333333,0.023874745
CS-CH-DP-BU-BV,BV,0.2177576716666666,0.26399133
CS-CH-DP-BU-BV,BV,0.506499039,0.3861568
CS-CH-DP-BU-BV-CA,BV,0.2439969246666666,0.24808294
CS-CH-DP-BU-BV-CA,BV,0.4031135736666666,0.40085438
CS-CH-DP-BV-CA,BV,0.8834214399999999,0.847207
CS-CH-DP-BV-CA,BV,0.8408658473333334,0.85316736
CS-DP-BT-BU-BV,BV,0.0789513665,0.058600184
CS-DP-BT-BU-BV,BV,0.0427832533333333,0.024870532
CS-DP-BT-BU-BV-CA,BV,0.0286709559999999,0.05838629
CS-DP-BT-BU-BV-CA,BV,0.0294887343333333,0.023142515
CS-DP-BT-BV,BV,0.0518562405,0.08796988
CS-DP-BT-BV,BV,0.0614053553333333,0.048970778
CS-DP-BT-BV-CA,BV,0.0644002506666666,0.07204429
CS-DP-BT-BV-CA,BV,0.0407065845,0.03329696
CS-DP-BU-BV-CA,BV,0.5433888476666666,0.26958248
CS-DP-BU-BV-CA,BV,0.4299024279999999,0.45641902
DP-BT-BU-BV,BV,0.061455877,0.08119776
DP-BT-BU-BV,BV,0.0477577673333333,0.041855052
DP-BT-BU-BV-CA,BV,0.0466779566666666,0.068444505
DP-BT-BU-BV-CA,BV,0.0331867386666666,0.027795678
DP-BT-BV-CA,BV,0.0958387973333333,0.088157594
DP-BT-BV-CA,BV,0.055494804,0.05663651
CDevo-CS,CS,0.0606576513333333,0.061636962
CDevo-CS,CS,0.083393807,0.08515491
CDevo-CS-BT-BU-BV,CS,0.0047190613333333,0.001068838
