Treatments,Time,CA,BT,BU,CD,BV,CS,DP,CH
CDevo-CS-DP-BU-BV_1,0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.0
CDevo-CS-DP-BU-BV_1,12,0.0,0.0,0.763467768,0.098414813,0.221331577,0.010338032,0.01554775,0.0
CDevo-CS-DP-BU-BV_1,24,0.0,0.0,0.461379789,0.091781565,0.520228439,0.005023665,0.010286553,0.0
CDevo-CS-DP-BU-BV_2,0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.0
CDevo-CS-DP-BU-BV_2,12,0.0,0.0,0.718698216,0.084159012,0.307997846,0.006034871,0.015910113,0.0
CDevo-CS-DP-BU-BV_2,24,0.0,0.0,0.442428709,0.074836638,0.564501683,0.005080652,0.007552321,0.0
CDevo-CS-DP-BU-BV_3,0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.0
CDevo-CS-DP-BU-BV_3,12,0.0,0.0,0.65008548,0.057787841,0.370463318,0.00587861,0.015084734,0.0
CDevo-CS-DP-BU-BV_3,24,0.0,0.0,0.35417901,0.05124485,0.663310924,0.003627954,0.004837272,0.0
CDevo-CS-DP-BU-CA_1,0,0.002,0.0,0.002,0.002,0.0,0.002,0.002,0.0
CDevo-CS-DP-BU-CA_1,12,0.063088444,0.0,0.910235521,0.146780096,0.0,0.009235921,0.03126004,0.0
CDevo-CS-DP-BU-CA_1,24,0.137997947,0.0,0.773832457,0.168501039,0.0,0.011255152,0.053013396,0.0
CDevo-CS-DP-BU-CA_2,0,0.002,0.0,0.002,0.002,0.0,0.002,0.002,0.0
CDevo-CS-DP-BU-CA_2,12,0.054818013,0.0,0.914124563,0.147934983,0.0,0.009995607,0.034826799,0.0
CDevo-CS-DP-BU-CA_2,24,0.080414898,0.0,0.823709366,0.185329668,0.0,0.011064458,0.050481589,0.0
CDevo-CS-DP-BU-CA_3,0,0.002,0.0,0.002,0.002,0.0,0.002,0.002,0.0
CDevo-CS-DP-BU-CA_3,12,0.036323496,0.0,0.974165259,0.141429784,0.0,0.004637042,0.024344471,0.0
CDevo-CS-DP-BU-CA_3,24,0.09171702,0.0,0.779969023,0.224800287,0.0,0.008610169,0.037903462,0.0
CDevo-CS-DP-BU_1,0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-BU_1,12,0.0,0.0,0.970456735,0.141649875,0.0,0.010442801,0.03505059,0.0
CDevo-CS-DP-BU_1,24,0.0,0.0,0.816760065,0.208876888,0.0,0.010037372,0.034425698,0.0
CDevo-CS-DP-BU_2,0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-BU_2,12,0.0,0.0,1.000655929,0.099891519,0.0,0.012854673,0.038697921,0.0
CDevo-CS-DP-BU_2,24,0.0,0.0,0.804942123,0.203972828,0.0,0.01139069,0.032494373,0.0
CDevo-CS-DP-BU_3,0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-BU_3,12,0.0,0.0,0.979680627,0.110776177,0.0,0.010846072,0.038997114,0.0
CDevo-CS-DP-BU_3,24,0.0,0.0,0.77058313,0.229453257,0.0,0.012312635,0.037250938,0.0
CDevo-CS-DP-BV-CA_1,0,0.002,0.0,0.0,0.002,0.002,0.002,0.002,0.0
CDevo-CS-DP-BV-CA_1,12,0.035033153,0.0,0.0,0.133548656,0.937522946,0.013574331,0.020320855,0.0
CDevo-CS-DP-BV-CA_1,24,0.129561262,0.0,0.0,0.106744085,0.873314887,0.006981912,0.007197848,0.0
CDevo-CS-DP-BV-CA_2,0,0.002,0.0,0.0,0.002,0.002,0.002,0.002,0.0
CDevo-CS-DP-BV-CA_2,12,0.045946738,0.0,0.0,0.150854488,0.907586942,0.011506523,0.021505295,0.0
CDevo-CS-DP-BV-CA_2,24,0.147721417,0.0,0.0,0.09929432,0.887016744,0.008258885,0.008008616,0.0
CDevo-CS-DP-BV-CA_3,0,0.002,0.0,0.0,0.002,0.002,0.002,0.002,0.0
