,time,abs
0,0,0.010300005333333334
1,3,0.021666666
2,6,0.052166665333333334
3,9,0.14553333833333335
4,12,0.2798999996666667
5,15,0.37256665533333333
6,18,0.4097333303333333
7,21,0.5210333216666667
8,24,0.61120001
9,27,0.5032666673333334
