,time,abs
0,0,0.0053333389999999994
1,3,0.05033334066666667
2,6,0.531733329
3,9,1.020633355
4,12,1.0052000033333333
5,15,0.9777666876666666
6,18,0.9465666363333334
7,21,0.8868666636666666
8,24,0.8874000063333334
9,27,0.8938666730000001
