Treatments,species,true,pred,stdv,n,passage
CD_BT_PV,BT,1.0075714343333333,1.0687554274173872,0.1478111807027977,10,36
CD_BT_PV,PV,0.0,0.6178998967453515,0.1771300266011932,10,36
CD_BT_PV,EL,0.0,0.0,0.0,10,36
CD_BU,CD,0.0027500000000000003,0.0027500000000000003,0.0,16,1
CD_BU,DP,0.0,0.0,0.0,16,1
CD_BU,CA,0.0,0.0,0.0,16,1
CD_BU,PC,0.0,0.0,0.0,16,1
CD_BU,CS,0.0,0.0,0.0,16,1
CD_BU,CH,0.0,0.0,0.0,16,1
CD_BU,BU,0.0027500000000000003,0.0027500000000000003,0.0,16,1
CD_BU,BT,0.0,0.0,0.0,16,1
CD_BU,PV,0.0,0.0,0.0,16,1
CD_BU,EL,0.0,0.0,0.0,16,1
CD_BU,CD,0.49038700466666674,0.13626067083883112,0.09877964348769273,16,2
CD_BU,DP,0.0,0.0,0.0,16,2
CD_BU,CA,0.0,0.0,0.0,16,2
CD_BU,PC,0.0,0.0,0.0,16,2
CD_BU,CS,0.0,0.0,0.0,16,2
CD_BU,CH,0.0,0.0,0.0,16,2
CD_BU,BU,0.630246354,0.630543459855943,0.06492172945410668,16,2
CD_BU,BT,0.0,0.0,0.0,16,2
CD_BU,PV,0.0,0.0,0.0,16,2
CD_BU,EL,0.0,0.0,0.0,16,2
CD_BU,CD,0.38562650866666665,0.13437820749077822,0.10131966870208495,16,8
CD_BU,DP,0.0,0.0,0.0,16,8
CD_BU,CA,0.0,0.0,0.0,16,8
CD_BU,PC,0.0,0.0,0.0,16,8
CD_BU,CS,0.0,0.0,0.0,16,8
CD_BU,CH,0.0,0.0,0.0,16,8
CD_BU,BU,0.08654015366666667,0.6321383739495406,0.06502349809874441,16,8
CD_BU,BT,0.0,0.0,0.0,16,8
CD_BU,PV,0.0,0.0,0.0,16,8
CD_BU,EL,0.0,0.0,0.0,16,8
CD_BU,CD,0.5182127073333334,0.13432968175778986,0.10138809588845914,16,15
CD_BU,DP,0.0,0.0,0.0,16,15
CD_BU,CA,0.0,0.0,0.0,16,15
CD_BU,PC,0.0,0.0,0.0,16,15
CD_BU,CS,0.0,0.0,0.0,16,15
CD_BU,CH,0.0,0.0,0.0,16,15
CD_BU,BU,0.10915395900000001,0.6321611692313948,0.06501665582489069,16,15
CD_BU,BT,0.0,0.0,0.0,16,15
CD_BU,PV,0.0,0.0,0.0,16,15
CD_BU,EL,0.0,0.0,0.0,16,15
CD_BU,CD,0.573290677,0.13432534461436488,0.10139422305443055,16,22
CD_BU,DP,0.0,0.0,0.0,16,22
CD_BU,CA,0.0,0.0,0.0,16,22
CD_BU,PC,0.0,0.0,0.0,16,22
CD_BU,CS,0.0,0.0,0.0,16,22
